spot_slug,image_url,source,license,author,attribution_text,width,height,description
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/0/05/Tryfan_From_Bristley_Ridge_%28235761705%29.jpeg,Wikimedia Commons,CC BY 3.0,Jamie Hikes,Jamie Hikes (CC BY 3.0) via Wikimedia Commons,2048,1365,"500px provided description: On Bristley Ridge looking back at Tryfan.

Creative Commons credit www.hikideas.co.uk/ [#sky ,#landscape ,#rock ,#grass ,#walking ,#mountain ,#hiking ,#wales ,#snowdonia ,#north wales ,#scrambling ,#tryfan ,#mountainside ,#UK ,#bristley ridge]"
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/2/21/Ascending_Tryfan%27s_North_Ridge_-_geograph.org.uk_-_3015857.jpg,Wikimedia Commons,CC BY-SA 2.0,Mat Fascione,Ascending Tryfan's North Ridge by Mat Fascione via Wikimedia Commons,1565,1739,Ascending Tryfan's North Ridge
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/a/a5/On_the_path_to_Tryfan%27s_North_ridge_-_geograph.org.uk_-_7307941.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,On the path to Tryfan's North ridge by Hansjoerg Lipp via Wikimedia Commons,768,1024,On the path to Tryfan's North ridge
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/3/37/Rock-climbing_in_North_Wales_%281906%29_%2814577825489%29.jpg,Wikimedia Commons,No restrictions,Internet Archive Book Images,Internet Archive Book Images (No restrictions) via Wikimedia Commons,2400,1836,"Identifier: rockclimbinginno00abra (find matches)
Title: Rock-climbing in North Wales
Year: 1906 (1900s)
Authors:  Abraham, George D. (George Dixon), 1872-1965 Abraham, Ashley Perry, 1876-1951
Subjects:  Mountaineering Wales -- Description and travel
Publisher:  Keswick, Cumberland : G.P. Abraham..."
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/6/63/View_from_Tryfan%27s_North_ridge_to_Gallt_yr_Ogof_-_geograph.org.uk_-_7307946.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,View from Tryfan's North ridge to Gallt yr Ogof by Hansjoerg Lipp via Wikimedia Commons,1024,768,View from Tryfan's North ridge to Gallt yr Ogof
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/4/4d/View_from_Tryfan%27s_North_ridge_to_Y_Garn_and_Foel_Goch_-_geograph.org.uk_-_7307945.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,View from Tryfan's North ridge to Y Garn and Foel Goch by Hansjoerg Lipp via Wikimedia Commons,1024,768,View from Tryfan's North ridge to Y Garn and Foel Goch
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/a/a3/View_from_Tryfan%27s_North_ridge_to_Y_Garn_and_Foel_Goch_-_geograph.org.uk_-_7307948.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,View from Tryfan's North ridge to Y Garn and Foel Goch by Hansjoerg Lipp via Wikimedia Commons,1024,768,View from Tryfan's North ridge to Y Garn and Foel Goch
tryfan-north-ridge,https://upload.wikimedia.org/wikipedia/commons/1/1e/View_from_Tryfan%27s_North_ridge_to_Y_Gribin_-_geograph.org.uk_-_7307949.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,View from Tryfan's North ridge to Y Gribin by Hansjoerg Lipp via Wikimedia Commons,1024,768,View from Tryfan's North ridge to Y Gribin
tryfan-south-ridge,https://upload.wikimedia.org/wikipedia/commons/9/9c/Rocks_on_Tryfan%27s_South_ridge_-_geograph.org.uk_-_7307953.jpg,Wikimedia Commons,CC BY-SA 2.0,Hansjoerg Lipp,Rocks on Tryfan's South ridge by Hansjoerg Lipp via Wikimedia Commons,683,1024,Rocks on Tryfan's South ridge
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/5/5f/Devils_Kitchen_and_Y_Garn_-_panoramio_%2810%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,2976,3968,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/8/81/Devils_Kitchen_and_Y_Garn_-_panoramio_%2811%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,2976,3968,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/a/ab/Devils_Kitchen_and_Y_Garn_-_panoramio_%2812%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,3968,2976,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/c/c9/Devils_Kitchen_and_Y_Garn_-_panoramio_%2813%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,2976,3968,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/3/3b/Devils_Kitchen_and_Y_Garn_-_panoramio_%2814%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,2976,3968,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/8/87/Devils_Kitchen_and_Y_Garn_-_panoramio_%2815%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,3968,2976,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/8/8d/Devils_Kitchen_and_Y_Garn_-_panoramio_%2816%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,2976,3968,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/4/4d/Devils_Kitchen_and_Y_Garn_-_panoramio_%2817%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,3968,2976,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/f/f1/Devils_Kitchen_and_Y_Garn_-_panoramio_%2819%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,3968,2976,Devils Kitchen and Y Garn
y-garn-ogwen,https://upload.wikimedia.org/wikipedia/commons/d/d4/Devils_Kitchen_and_Y_Garn_-_panoramio_%282%29.jpg,Wikimedia Commons,CC BY-SA 3.0,Mike Hudson,Mike Hudson via Wikimedia Commons,1920,1440,Devils Kitchen and Y Garn
carneddau-ogwen,https://upload.wikimedia.org/wikipedia/commons/2/2b/2008_Welsh_3000_Peaks_Race_002_9675_DxO_%282560886502%29.jpg,Wikimedia Commons,CC BY 2.0,"Denis Egan from Bangor, Gwynedd, North Wales","Denis Egan from Bangor, Gwynedd, North Wales (CC BY 2.0) via Wikimedia Commons",4288,2848,"North Wales. Up, over and no messing about. A competitor in the Welsh 3000 Peaks Race. The event was divided into different classes, Fell runners, Mountaineers, Services. The event started in Aber and it covered the summits of Carnedd Llewelyn, Carnedd Dafydd, Garnedd Ugain (Crib y Ddysgyl) and f..."
carneddau-ogwen,https://upload.wikimedia.org/wikipedia/commons/3/35/2008_Welsh_3000_Peaks_Race_002_9726_DxO_%282560917916%29.jpg,Wikimedia Commons,CC BY 2.0,"Denis Egan from Bangor, Gwynedd, North Wales","Denis Egan from Bangor, Gwynedd, North Wales (CC BY 2.0) via Wikimedia Commons",4046,2172,"North Wales. Pen Y Pass Youth Hostel terrace which was used as a feeding point during the Welsh 3000 Peaks Race. The event was divided into different classes, Fell runners, Mountaineers, Services. The event started in Aber and it covered the summits of Carnedd Llewelyn, Carnedd Dafydd, Garnedd Ug..."
carneddau-ogwen,https://upload.wikimedia.org/wikipedia/commons/2/28/2008_Welsh_3000_Peaks_Race_002_9826_DxO_%282561033490%29.jpg,Wikimedia Commons,CC BY 2.0,"Denis Egan from Bangor, Gwynedd, North Wales","Denis Egan from Bangor, Gwynedd, North Wales (CC BY 2.0) via Wikimedia Commons",4288,2848,"North Wales. Pen Y Pass Youth Hostel terrace, which was used as a check and feeding point during the Welsh 3000 Peaks Race. One of the competitors being offered a life-saver (a bottle of chilled water). The young assistant offering the water was one of two who worked with great cheerfulness and t..."
carneddau-ogwen,https://upload.wikimedia.org/wikipedia/commons/a/a2/Carnedd_Dafydd_from_the_south_western_slopes_of_Carnedd_Llewelyn_-_geograph.org.uk_-_6490151.jpg,Wikimedia Commons,CC BY-SA 2.0,Colin Park,Carnedd Dafydd from the south western slopes of Carnedd Llewelyn by Colin Park via Wikimedia Commons,1799,1199,Carnedd Dafydd from the south western slopes of Carnedd Llewelyn
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/b/b4/Dros_top_Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_09.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/d/d7/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_01.png,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/c/c9/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_02.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/d/d6/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_03.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/2/27/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_04.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,2916,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/e/e1/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_05.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/1/1a/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_12.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/6/60/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_13.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/3/35/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_14.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
carneddau-aber-falls,https://upload.wikimedia.org/wikipedia/commons/0/03/Rhaeadr_Fawr_%28Aber_Falls%29%2C_Gwynedd%2C_Abergwyngregyn%2C_Wales_-_Coedydd_Aber_National_Nature_Reserve_15.jpg,Wikimedia Commons,CC BY-SA 4.0,Llywelyn2000,Llywelyn2000 (CC BY-SA 4.0) via Wikimedia Commons,3840,2160,"Rhaeadr Fawr is a waterfall located about two miles (3 km) south of the village of Abergwyngregyn, Gwynedd, Wales.
The waterfall is formed as the Afon Goch plunges about 120 feet (37 m) over a sill of igneous rock in the foothills of the Carneddau range. Two tributaries merge; the enlarged stream..."
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/2/20/Penygadair._from_Pony_pathJPG.jpg,Wikimedia Commons,Public domain,Velela at English Wikipedia,Velela at English Wikipedia (Public domain) via Wikimedia Commons,1296,972,"Penygadair - summit of Cadair Idris, Snowdonia
Author: User:Velela.
Location: Pony track, Cadair Idris

Source: Personal photograph taken by Author November 14 2004"
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/2/2e/Approaching_the_Pony_Path_junction_-_geograph.org.uk_-_7508824.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Approaching the Pony Path junction by Alan Hughes via Wikimedia Commons,2048,1536,Approaching the Pony Path junction
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/0/07/Boulder_beside_the_path_up_Cadair_Idris_-_geograph.org.uk_-_7065565.jpg,Wikimedia Commons,CC BY-SA 2.0,Steven Brown,Boulder beside the path up Cadair Idris by Steven Brown via Wikimedia Commons,3024,4032,Boulder beside the path up Cadair Idris
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/7/7d/Boulder_on_the_Pony_Path_-_geograph.org.uk_-_2379368.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Chevallier,Boulder on the Pony Path by Hugh Chevallier via Wikimedia Commons,1280,853,Boulder on the Pony Path
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/9/9e/Boulder_on_the_Pony_Path_-_geograph.org.uk_-_2410644.jpg,Wikimedia Commons,CC BY-SA 2.0,Michael Graham,Boulder on the Pony Path by Michael Graham via Wikimedia Commons,2560,1920,Boulder on the Pony Path
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/5/5e/Looking_towards_Cyfrwy_%28The_Saddle%29_on_the_western_flank_of_Cadair_Idris_-_geograph.org.uk_-_2379343.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Chevallier,Looking towards Cyfrwy (The Saddle) on the western flank of Cadair Idris by Hugh Chevallier via Wikimedia Commons,853,1280,Looking towards Cyfrwy (The Saddle) on the western flank of Cadair Idris
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/7/72/North_View_from_Cader_Idris_%28JE01%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Jason.nlw,Jason.nlw (CC BY-SA 4.0) via Wikimedia Commons,3278,2459,"View looking north from the Pony Path, Cader Idris"
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/b/b9/Pony_Path_-_geograph.org.uk_-_7508799.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Pony Path by Alan Hughes via Wikimedia Commons,2048,1536,Pony Path
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/2/28/Pony_path%2C_Cadair_Idris_-_geograph.org.uk_-_5183877.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Webb,"Pony path, Cadair Idris by Richard Webb via Wikimedia Commons",1024,683,"Pony path, Cadair Idris"
cadair-idris-pony,https://upload.wikimedia.org/wikipedia/commons/e/e5/Pony_path%2C_Cadair_Idris_-_geograph.org.uk_-_7041254.jpg,Wikimedia Commons,CC BY-SA 2.0,Steven Brown,"Pony path, Cadair Idris by Steven Brown via Wikimedia Commons",1600,1200,"Pony path, Cadair Idris"
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/f/fe/Cadair_Idris_4K_Time_Lapse_Wales_%2828488486844%29.jpg,Wikimedia Commons,CC BY 2.0,Adam Court,Adam Court (CC BY 2.0) via Wikimedia Commons,3840,2160,Stopped whilst climbing Cadair Idris along the Minffordd Path and took 10 mins to get a short timelapse of Cwm Cau. Love the effect of the clouds falling over the peak.
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/a/ab/Idyllic_Welsh_Valley_-_panoramio.jpg,Wikimedia Commons,CC BY 3.0,Bob Clay,Bob Clay via Wikimedia Commons,1077,808,Idyllic Welsh Valley
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/7/7a/Llwybr_Minfordd%2C_Cadair_Idris_-_Minffordd_Path%2C_Cadair_Idris_-_geograph.org.uk_-_3968900.jpg,Wikimedia Commons,CC BY-SA 2.0,Ian Medcalf,"Llwybr Minfordd, Cadair Idris / Minffordd Path, Cadair Idris by Ian Medcalf via Wikimedia Commons",3264,2448,"Llwybr Minfordd, Cadair Idris / Minffordd Path, Cadair Idris"
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/e/ea/Minffordd_Path%2C_Cadair_Idris_-_geograph.org.uk_-_6521907.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Webb,"Minffordd Path, Cadair Idris by Richard Webb via Wikimedia Commons",1024,682,"Minffordd Path, Cadair Idris"
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/1/14/Minffordd_Path_In_the_Valley_below_Cadair_Idris_-_geograph.org.uk_-_7221350.jpg,Wikimedia Commons,CC BY-SA 2.0,Anthony Parkes,Minffordd Path In the Valley below Cadair Idris by Anthony Parkes via Wikimedia Commons,3264,1468,Minffordd Path In the Valley below Cadair Idris
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/8/81/Minffordd_Path_to_Cadair_Idris%2C_climb_to_rim_of_crater_-_geograph.org.uk_-_2509875.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Minffordd Path to Cadair Idris: climb to rim of crater by Gareth James via Wikimedia Commons,2112,2816,Minffordd Path to Cadair Idris: climb to rim of crater
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/2/2d/Minffordd_Path_to_Cadair_Idris_-_geograph.org.uk_-_2509843.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Minffordd Path to Cadair Idris by Gareth James via Wikimedia Commons,2112,2816,Minffordd Path to Cadair Idris
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/2/2f/Minffordd_Path_to_Cadair_Idris_-_geograph.org.uk_-_2509847.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Minffordd Path to Cadair Idris by Gareth James via Wikimedia Commons,2112,2816,Minffordd Path to Cadair Idris
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/7/70/Minffordd_Path_to_Cadair_Idris_-_geograph.org.uk_-_2509868.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Minffordd Path to Cadair Idris by Gareth James via Wikimedia Commons,2816,2112,Minffordd Path to Cadair Idris
cadair-idris-minffordd,https://upload.wikimedia.org/wikipedia/commons/2/26/Minffordd_Path_towards_Cadair_Idris_-_geograph.org.uk_-_7221353.jpg,Wikimedia Commons,CC BY-SA 2.0,Anthony Parkes,Minffordd Path towards Cadair Idris by Anthony Parkes via Wikimedia Commons,1816,4032,Minffordd Path towards Cadair Idris
cnicht-croesor,https://upload.wikimedia.org/wikipedia/commons/a/a0/The_Welsh_Matterhorn_-_geograph.org.uk_-_6425377.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Murray-Rust,The Welsh Matterhorn by Alan Murray-Rust via Wikimedia Commons,1280,825,The Welsh Matterhorn
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/1/16/Final_rocks_of_the_Daear_Ddu_ridge_of_Moel_Siabod_-_geograph.org.uk_-_7855488.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Law,Final rocks of the Daear Ddu ridge of Moel Siabod by Richard Law via Wikimedia Commons,1028,1371,Final rocks of the Daear Ddu ridge of Moel Siabod
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/a/aa/Looking_down_the_Daear_Ddu_ridge_of_Moel_Siabod_-_geograph.org.uk_-_7855485.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Law,Looking down the Daear Ddu ridge of Moel Siabod by Richard Law via Wikimedia Commons,1306,979,Looking down the Daear Ddu ridge of Moel Siabod
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/c/c8/On_the_Daear_Ddu_ridge_of_Moel_Siabod_-_geograph.org.uk_-_8077300.jpg,Wikimedia Commons,CC BY-SA 2.0,Eric Jones,On the Daear Ddu ridge of Moel Siabod by Eric Jones via Wikimedia Commons,3329,2390,On the Daear Ddu ridge of Moel Siabod
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/9/9a/View_up_Daear_Ddu_ridge_of_Moel_Siabod_-_geograph.org.uk_-_7855481.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Law,View up Daear Ddu ridge of Moel Siabod by Richard Law via Wikimedia Commons,1297,1730,View up Daear Ddu ridge of Moel Siabod
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/1/1d/Gezicht_op_de_berg_Moel_Siabod_te_Snowdonia_Moel_Siabod._North_Wales_%28titel_op_object%29%2C_RP-F-2001-7-415-1.jpg,Wikimedia Commons,CC0,Rijksmuseum,Rijksmuseum (CC0) via Wikimedia Commons,4288,5804,"IdentificatieTitel(s): Gezicht op de berg Moel Siabod te Snowdonia. Moel Siabod. North Wales (titel op object)Objecttype: fotomechanische afdruk bladzijde Objectnummer: RP-F-2001-7-415-1VervaardigingVervaardiger: fotograaf: anoniem, clichémaker: H. Riffarth (vermeld op object)Plaats vervaardiging..."
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/3/36/H516_Moel_Siabod%2C_April_%2766_%2851215789103%29.jpg,Wikimedia Commons,CC BY 2.0,wilford peloquin,wilford peloquin (CC BY 2.0) via Wikimedia Commons,1074,1706,Snowdonia
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/f/fd/H517_Moel_Siabod%2C_April_66_%2851215580071%29.jpg,Wikimedia Commons,CC BY 2.0,wilford peloquin,wilford peloquin (CC BY 2.0) via Wikimedia Commons,1798,1128,Snowdonia
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/a/a2/H518_Moel_Siabod%2C_Norman%2C_Graham%2C_April_66_%2851215789068%29.jpg,Wikimedia Commons,CC BY 2.0,wilford peloquin,wilford peloquin (CC BY 2.0) via Wikimedia Commons,1798,1200,Snowdonia
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/8/83/H521_Moel_Siabod_Mick_%26_Mike%2C_April_66_%2851216648225%29.jpg,Wikimedia Commons,CC BY 2.0,wilford peloquin,wilford peloquin (CC BY 2.0) via Wikimedia Commons,1798,1178,Snowdonia
moel-siabod-daear-ddu,https://upload.wikimedia.org/wikipedia/commons/9/96/Llynau_Mymbyr_-_Flickr_-_Petersrockypics.jpg,Wikimedia Commons,CC BY-SA 2.0,Petersrockypics,Petersrockypics (CC BY-SA 2.0) via Wikimedia Commons,1600,890,"The twin Lakes of Llynau Mymbyr at Capel Curig in Eryri (Snowdonia), North Wales.
It's just minutes after sunrise, there is very little breeze and a light mist rises lazily off the lakes.
To the left of frame, Moel Siabod (Moelwynion range), In the far distance, the Snowdon horseshoe, highlighted..."
rhinog-fawr-roman-steps,https://upload.wikimedia.org/wikipedia/commons/d/da/Panoramic_view_of_Snowdonia_National_Park_from_the_top_of_Rhinog_Fawr.jpg,Wikimedia Commons,CC BY-SA 4.0,Dcknx,Dcknx (CC BY-SA 4.0) via Wikimedia Commons,7680,1824,Panoramic view of Snowdonia National Park from the top of Rhinog Fawr
rhinog-fawr-roman-steps,https://upload.wikimedia.org/wikipedia/commons/2/24/Rhinog_Fawr.jpg,Wikimedia Commons,CC BY-SA 3.0,"Blisco 12:59, 4 June 2006 (UTC)","Blisco 12:59, 4 June 2006 (UTC) (CC BY-SA 3.0) via Wikimedia Commons",768,1024,"The southeast shoulder of Rhinog Fawr above Bwlch Drws-Ardudwy, Snowdonia National Park, Wales"
rhinog-fawr-roman-steps,https://upload.wikimedia.org/wikipedia/commons/0/09/Barren_landscape_north_of_Rhinog_Fawr_-_geograph.org.uk_-_3401265.jpg,Wikimedia Commons,CC BY-SA 2.0,Roger Davies,Barren landscape north of Rhinog Fawr by Roger Davies via Wikimedia Commons,4752,3168,Barren landscape north of Rhinog Fawr
rhinog-fawr-roman-steps,https://upload.wikimedia.org/wikipedia/commons/2/27/Below_Rhinog_Fawr_-_geograph.org.uk_-_5077784.jpg,Wikimedia Commons,CC BY-SA 2.0,Chris Andrews,Below Rhinog Fawr by Chris Andrews via Wikimedia Commons,1600,1200,Below Rhinog Fawr
rhinog-fawr-roman-steps,https://upload.wikimedia.org/wikipedia/commons/8/84/Below_Rhinog_Fawr_-_geograph.org.uk_-_5246000.jpg,Wikimedia Commons,CC BY-SA 2.0,Chris Andrews,Below Rhinog Fawr by Chris Andrews via Wikimedia Commons,1600,1200,Below Rhinog Fawr
