slug,image_url,width,height,license,author,source_url,title
lligwy,https://upload.wikimedia.org/wikipedia/commons/d/de/Lligwy_beach_-_geograph.org.uk_-_2069347.jpg,2000,1500,CC BY-SA 2.0,andy dolman,https://commons.wikimedia.org/wiki/File:Lligwy_beach_-_geograph.org.uk_-_2069347.jpg,Lligwy beach - geograph.org.uk - 2069347.jpg
lligwy,https://upload.wikimedia.org/wikipedia/commons/7/7f/Lligwy_beach_-_geograph.org.uk_-_2069348.jpg,2000,1500,CC BY-SA 2.0,andy dolman,https://commons.wikimedia.org/wiki/File:Lligwy_beach_-_geograph.org.uk_-_2069348.jpg,Lligwy beach - geograph.org.uk - 2069348.jpg
lligwy,https://upload.wikimedia.org/wikipedia/commons/3/35/Lligwy_beach_-_geograph.org.uk_-_2069349.jpg,2000,1500,CC BY-SA 2.0,andy dolman,https://commons.wikimedia.org/wiki/File:Lligwy_beach_-_geograph.org.uk_-_2069349.jpg,Lligwy beach - geograph.org.uk - 2069349.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/c/c9/Aberffraw_Bay.jpg,6000,4000,CC BY-SA 3.0,GeraintTudur2,https://commons.wikimedia.org/wiki/File:Aberffraw_Bay.jpg,Aberffraw Bay.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/3/30/Aberffraw_Sands_%28Traeth_Mawr%29_-_geograph.org.uk_-_4088963.jpg,5184,3456,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Aberffraw_Sands_(Traeth_Mawr)_-_geograph.org.uk_-_4088963.jpg,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 4088963.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/4/4d/Aberffraw_Sands_%28Traeth_Mawr%29_-_geograph.org.uk_-_4088976.jpg,5184,3456,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Aberffraw_Sands_(Traeth_Mawr)_-_geograph.org.uk_-_4088976.jpg,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 4088976.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/8/82/Aberffraw_Sands_%28Traeth_Mawr%29_-_geograph.org.uk_-_5457312.jpg,5184,3456,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Aberffraw_Sands_(Traeth_Mawr)_-_geograph.org.uk_-_5457312.jpg,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 5457312.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/5/5a/Aberffraw_sands_-_geograph.org.uk_-_6582994.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberffraw_sands_-_geograph.org.uk_-_6582994.jpg,Aberffraw sands - geograph.org.uk - 6582994.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/8/83/Common_Whelk_on_Traeth_Mawr_-_geograph.org.uk_-_5458979.jpg,4221,3129,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Common_Whelk_on_Traeth_Mawr_-_geograph.org.uk_-_5458979.jpg,Common Whelk on Traeth Mawr - geograph.org.uk - 5458979.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/c/cb/Low_tide_at_Traeth_Mawr_-_geograph.org.uk_-_6583029.jpg,3883,2913,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Low_tide_at_Traeth_Mawr_-_geograph.org.uk_-_6583029.jpg,Low tide at Traeth Mawr - geograph.org.uk - 6583029.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/e/ed/Rocks_at_the_southern_end_of_Traeth_Mawr_-_geograph.org.uk_-_6621372.jpg,5184,3888,CC BY-SA 2.0,Gordon Hatton,https://commons.wikimedia.org/wiki/File:Rocks_at_the_southern_end_of_Traeth_Mawr_-_geograph.org.uk_-_6621372.jpg,Rocks at the southern end of Traeth Mawr - geograph.org.uk - 6621372.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/6/6a/Small_Hermit_Crab_on_Traeth_Mawr_-_geograph.org.uk_-_5458958.jpg,4044,2772,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Small_Hermit_Crab_on_Traeth_Mawr_-_geograph.org.uk_-_5458958.jpg,Small Hermit Crab on Traeth Mawr - geograph.org.uk - 5458958.jpg
aberffraw,https://upload.wikimedia.org/wikipedia/commons/3/37/Sunlight_on_the_water%2C_Traeth_Mawr_-_geograph.org.uk_-_6621364.jpg,5066,3282,CC BY-SA 2.0,Gordon Hatton,"https://commons.wikimedia.org/wiki/File:Sunlight_on_the_water,_Traeth_Mawr_-_geograph.org.uk_-_6621364.jpg","Sunlight on the water, Traeth Mawr - geograph.org.uk - 6621364.jpg"
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/4/4b/Approaching_Porth_Dafarch_on_the_Anglesey_Coast_Path_-_geograph.org.uk_-_5858909.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Approaching_Porth_Dafarch_on_the_Anglesey_Coast_Path_-_geograph.org.uk_-_5858909.jpg,Approaching Porth Dafarch on the Anglesey Coast Path - geograph.org.uk - 5858909.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/b/bc/At_Porth_Dafarch%2C_Holy_Island_-_geograph.org.uk_-_5344771.jpg,3801,5067,CC BY-SA 2.0,Neil Theasby,"https://commons.wikimedia.org/wiki/File:At_Porth_Dafarch,_Holy_Island_-_geograph.org.uk_-_5344771.jpg","At Porth Dafarch, Holy Island - geograph.org.uk - 5344771.jpg"
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/7/78/Boats_at_Porth-y-post_-_geograph.org.uk_-_2551681.jpg,2718,1598,CC BY-SA 2.0,Mat Fascione,https://commons.wikimedia.org/wiki/File:Boats_at_Porth-y-post_-_geograph.org.uk_-_2551681.jpg,Boats at Porth-y-post - geograph.org.uk - 2551681.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/d/d7/Caravan_Park_at_Porth_Dafarch_-_geograph.org.uk_-_5858914.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Caravan_Park_at_Porth_Dafarch_-_geograph.org.uk_-_5858914.jpg,Caravan Park at Porth Dafarch - geograph.org.uk - 5858914.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/3/39/Cattle_at_Porth_Dafarch_South_Farm_-_geograph.org.uk_-_5893347.jpg,1024,683,CC BY-SA 2.0,DS Pugh,https://commons.wikimedia.org/wiki/File:Cattle_at_Porth_Dafarch_South_Farm_-_geograph.org.uk_-_5893347.jpg,Cattle at Porth Dafarch South Farm - geograph.org.uk - 5893347.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/d/d2/Fibre_Optic_Cable_link_to_Ireland_at_Porth_Dafarch_-_geograph.org.uk_-_3271024.jpg,3000,4000,CC BY-SA 2.0,Stephen Elwyn RODDICK,https://commons.wikimedia.org/wiki/File:Fibre_Optic_Cable_link_to_Ireland_at_Porth_Dafarch_-_geograph.org.uk_-_3271024.jpg,Fibre Optic Cable link to Ireland at Porth Dafarch - geograph.org.uk - 3271024.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/3/33/Fishing_boat_near_Trearddur_Bay_-_geograph.org.uk_-_2551574.jpg,2353,1600,CC BY-SA 2.0,Mat Fascione,https://commons.wikimedia.org/wiki/File:Fishing_boat_near_Trearddur_Bay_-_geograph.org.uk_-_2551574.jpg,Fishing boat near Trearddur Bay - geograph.org.uk - 2551574.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/0/0a/Headland_at_Porth_Dafarch_-_geograph.org.uk_-_5168366.jpg,4184,2789,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Headland_at_Porth_Dafarch_-_geograph.org.uk_-_5168366.jpg,Headland at Porth Dafarch - geograph.org.uk - 5168366.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/2/28/Headland_near_Porth_Dafarch_-_geograph.org.uk_-_5168405.jpg,5184,3456,CC BY-SA 2.0,Jeff Buck,https://commons.wikimedia.org/wiki/File:Headland_near_Porth_Dafarch_-_geograph.org.uk_-_5168405.jpg,Headland near Porth Dafarch - geograph.org.uk - 5168405.jpg
porth-dafarch,https://upload.wikimedia.org/wikipedia/commons/5/53/High_tide_and_rough_seas_at_Graig_Lwyd_-_geograph.org.uk_-_2615892.jpg,3264,2448,CC BY-SA 2.0,Mat Fascione,https://commons.wikimedia.org/wiki/File:High_tide_and_rough_seas_at_Graig_Lwyd_-_geograph.org.uk_-_2615892.jpg,High tide and rough seas at Graig Lwyd - geograph.org.uk - 2615892.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/0/01/Cemaes_Bay_seen_from_Traeth_Mawr_-_geograph.org.uk_-_7560177.jpg,2000,1156,CC BY-SA 2.0,habiloid,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_seen_from_Traeth_Mawr_-_geograph.org.uk_-_7560177.jpg,Cemaes Bay seen from Traeth Mawr - geograph.org.uk - 7560177.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/a/aa/Traeth_Mawr_Cemaes_Bay_-_geograph.org.uk_-_6423496.jpg,1800,1200,CC BY-SA 2.0,Colin Park,https://commons.wikimedia.org/wiki/File:Traeth_Mawr_Cemaes_Bay_-_geograph.org.uk_-_6423496.jpg,Traeth Mawr Cemaes Bay - geograph.org.uk - 6423496.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/a/ac/Beautiful_Cemaes_Bay%2C_Anglesey_-_geograph.org.uk_-_5524973.jpg,2400,1600,CC BY-SA 2.0,Mick Lobb,"https://commons.wikimedia.org/wiki/File:Beautiful_Cemaes_Bay,_Anglesey_-_geograph.org.uk_-_5524973.jpg","Beautiful Cemaes Bay, Anglesey - geograph.org.uk - 5524973.jpg"
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/7/76/Cemaes_Bay%2C_Anglesey.jpg,3264,2448,CC BY-SA 4.0,Lesbardd,"https://commons.wikimedia.org/wiki/File:Cemaes_Bay,_Anglesey.jpg","Cemaes Bay, Anglesey.jpg"
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/e/ee/Cemaes_Bay_%287991552325%29.jpg,4288,2848,CC BY-SA 2.0,"Darren Glanville from Acle, Norfolk, UK",https://commons.wikimedia.org/wiki/File:Cemaes_Bay_(7991552325).jpg,Cemaes Bay (7991552325).jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/c/cf/Cemaes_Bay_-_geograph.org.uk_-_3485481.jpg,4442,2490,CC BY-SA 2.0,Ian Greig,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_-_geograph.org.uk_-_3485481.jpg,Cemaes Bay - geograph.org.uk - 3485481.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/d/d8/Cemaes_Bay_-_geograph.org.uk_-_5770806.jpg,1280,851,CC BY-SA 2.0,Stephen McKay,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_-_geograph.org.uk_-_5770806.jpg,Cemaes Bay - geograph.org.uk - 5770806.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/7/7c/Cemaes_Bay_-_geograph.org.uk_-_5771007.jpg,1280,859,CC BY-SA 2.0,Stephen McKay,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_-_geograph.org.uk_-_5771007.jpg,Cemaes Bay - geograph.org.uk - 5771007.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cemaes_Bay_Brickworks_-_geograph.org.uk_-_7172295.jpg,3000,4000,CC BY-SA 2.0,Daniel Weatherley,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_Brickworks_-_geograph.org.uk_-_7172295.jpg,Cemaes Bay Brickworks - geograph.org.uk - 7172295.jpg
cemaes-bay,https://upload.wikimedia.org/wikipedia/commons/a/a7/Cemaes_Bay_Harbour_-_geograph.org.uk_-_3203927.jpg,1152,864,CC BY-SA 2.0,Arthur C Harris,https://commons.wikimedia.org/wiki/File:Cemaes_Bay_Harbour_-_geograph.org.uk_-_3203927.jpg,Cemaes Bay Harbour - geograph.org.uk - 3203927.jpg
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/2/2a/Broad_Haven_02.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_02.JPG,Broad Haven 02.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/4/40/Broad_Haven_03.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_03.JPG,Broad Haven 03.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Broad_Haven_04.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_04.JPG,Broad Haven 04.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/5/5a/Broad_Haven_09.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_09.JPG,Broad Haven 09.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/d/da/Broad_Haven_10.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_10.JPG,Broad Haven 10.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/f/fc/Broad_Haven_11.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_11.JPG,Broad Haven 11.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/1/1e/Broad_Haven_12.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_12.JPG,Broad Haven 12.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/5/5a/Broad_Haven_13.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_13.JPG,Broad Haven 13.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/3/38/Broad_Haven_14.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_14.JPG,Broad Haven 14.JPG
traeth-llydan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Broad_Haven_16.JPG,4272,2848,CC0,Wici Rhuthun 1,https://commons.wikimedia.org/wiki/File:Broad_Haven_16.JPG,Broad Haven 16.JPG
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/2/2b/Main_beach_at_Abersoch_in_1960_-_geograph.org.uk_-_3301904.jpg,1141,740,CC BY-SA 2.0,John Baker,https://commons.wikimedia.org/wiki/File:Main_beach_at_Abersoch_in_1960_-_geograph.org.uk_-_3301904.jpg,Main beach at Abersoch in 1960 - geograph.org.uk - 3301904.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/3/39/A_view_of_Abersoch_beach_-_geograph.org.uk_-_7182485.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:A_view_of_Abersoch_beach_-_geograph.org.uk_-_7182485.jpg,A view of Abersoch beach - geograph.org.uk - 7182485.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/8/8e/Abersoch_-_Explore_-_25-3-24_-_Flickr_-_ohefin.jpg,2560,1153,CC BY-SA 2.0,Hefin Owen from Wales,https://commons.wikimedia.org/wiki/File:Abersoch_-_Explore_-_25-3-24_-_Flickr_-_ohefin.jpg,Abersoch - Explore - 25-3-24 - Flickr - ohefin.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/d/d6/Abersoch_Beach_Huts_-_geograph.org.uk_-_7834500.jpg,2500,606,CC BY-SA 2.0,Brian Deegan,https://commons.wikimedia.org/wiki/File:Abersoch_Beach_Huts_-_geograph.org.uk_-_7834500.jpg,Abersoch Beach Huts - geograph.org.uk - 7834500.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/8/8e/Abersoch_Wikivoyage_Banner.jpg,4143,592,CC BY-SA 4.0,Nilfanion,https://commons.wikimedia.org/wiki/File:Abersoch_Wikivoyage_Banner.jpg,Abersoch Wikivoyage Banner.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/f/ff/Abersoch_beach_-_geograph.org.uk_-_6231299.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Abersoch_beach_-_geograph.org.uk_-_6231299.jpg,Abersoch beach - geograph.org.uk - 6231299.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/5/59/Abersoch_beach_-_geograph.org.uk_-_6232976.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Abersoch_beach_-_geograph.org.uk_-_6232976.jpg,Abersoch beach - geograph.org.uk - 6232976.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/3/3c/Access_over_private_land_to_the_south_beach_at_Abersoch_-_geograph.org.uk_-_2019479.jpg,1024,703,CC BY-SA 2.0,Eric Jones,https://commons.wikimedia.org/wiki/File:Access_over_private_land_to_the_south_beach_at_Abersoch_-_geograph.org.uk_-_2019479.jpg,Access over private land to the south beach at Abersoch - geograph.org.uk - 2019479.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/5/51/Afon_Soch_at_Abersoch_beach_-_geograph.org.uk_-_7023089.jpg,3829,2871,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Afon_Soch_at_Abersoch_beach_-_geograph.org.uk_-_7023089.jpg,Afon Soch at Abersoch beach - geograph.org.uk - 7023089.jpg
abersoch-main,https://upload.wikimedia.org/wikipedia/commons/3/38/Beach_Huts_South_of_Abersoch_-_geograph.org.uk_-_6628722.jpg,5170,2641,CC BY-SA 2.0,Chris Heaton,https://commons.wikimedia.org/wiki/File:Beach_Huts_South_of_Abersoch_-_geograph.org.uk_-_6628722.jpg,Beach Huts South of Abersoch - geograph.org.uk - 6628722.jpg
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/3/32/Cawod_dros_Enlli_o_draeth_Porth_Neigwl.jpg,5982,3988,CC BY-SA 4.0,EinirWOwen,https://commons.wikimedia.org/wiki/File:Cawod_dros_Enlli_o_draeth_Porth_Neigwl.jpg,Cawod dros Enlli o draeth Porth Neigwl.jpg
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/b/b1/Penrallt_Neigwl%2C_Porth_Neigwl_-_geograph.org.uk_-_2102517.jpg,1024,768,CC BY-SA 2.0,Eric Jones,"https://commons.wikimedia.org/wiki/File:Penrallt_Neigwl,_Porth_Neigwl_-_geograph.org.uk_-_2102517.jpg","Penrallt Neigwl, Porth Neigwl - geograph.org.uk - 2102517.jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/4/4b/PorthNeigwl02LB.jpg,2816,2112,CC BY-SA 4.0,Lesbardd,https://commons.wikimedia.org/wiki/File:PorthNeigwl02LB.jpg,PorthNeigwl02LB.jpg
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/e/ed/PorthNeigwl04LB.jpg,2112,2816,CC BY-SA 4.0,Lesbardd,https://commons.wikimedia.org/wiki/File:PorthNeigwl04LB.jpg,PorthNeigwl04LB.jpg
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/c/cf/Porth_Neigwl%2C_Lleyn_Peninsula_%281533278%29.jpg,1822,1200,CC BY-SA 4.0,Geoff Charles,"https://commons.wikimedia.org/wiki/File:Porth_Neigwl,_Lleyn_Peninsula_(1533278).jpg","Porth Neigwl, Lleyn Peninsula (1533278).jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/6/66/Porth_Neigwl%2C_Lleyn_Peninsula_%281533280%29.jpg,1822,1200,CC BY-SA 4.0,Geoff Charles,"https://commons.wikimedia.org/wiki/File:Porth_Neigwl,_Lleyn_Peninsula_(1533280).jpg","Porth Neigwl, Lleyn Peninsula (1533280).jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/2/2a/Porth_Neigwl%2C_Lleyn_Peninsula_%281533281%29.jpg,1822,1200,CC BY-SA 4.0,Geoff Charles,"https://commons.wikimedia.org/wiki/File:Porth_Neigwl,_Lleyn_Peninsula_(1533281).jpg","Porth Neigwl, Lleyn Peninsula (1533281).jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/a/a0/Porth_Neigwl%2C_Lleyn_Peninsula_%281533282%29.jpg,1822,1200,CC BY-SA 4.0,Geoff Charles,"https://commons.wikimedia.org/wiki/File:Porth_Neigwl,_Lleyn_Peninsula_(1533282).jpg","Porth Neigwl, Lleyn Peninsula (1533282).jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/2/27/Porth_Neigwl%2C_Lleyn_Peninsula_%281533283%29.jpg,1822,1200,CC BY-SA 4.0,Geoff Charles,"https://commons.wikimedia.org/wiki/File:Porth_Neigwl,_Lleyn_Peninsula_(1533283).jpg","Porth Neigwl, Lleyn Peninsula (1533283).jpg"
porth-neigwl,https://upload.wikimedia.org/wikipedia/commons/d/df/Porth_Neigwl-Hell%27s_Mouth_-_geograph.org.uk_-_7026916.jpg,3941,2955,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Porth_Neigwl-Hell%27s_Mouth_-_geograph.org.uk_-_7026916.jpg,Porth Neigwl-Hell's Mouth - geograph.org.uk - 7026916.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/5/5c/A_quiet_afternoon_on_Aberdaron_beach_-_geograph.org.uk_-_7701304.jpg,3799,2849,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:A_quiet_afternoon_on_Aberdaron_beach_-_geograph.org.uk_-_7701304.jpg,A quiet afternoon on Aberdaron beach - geograph.org.uk - 7701304.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/3/38/Aberdaron_Beach_-_geograph.org.uk_-_2111983.jpg,3072,2304,CC BY-SA 2.0,Steve Parry,https://commons.wikimedia.org/wiki/File:Aberdaron_Beach_-_geograph.org.uk_-_2111983.jpg,Aberdaron Beach - geograph.org.uk - 2111983.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/e/e5/Aberdaron_Beach_-_geograph.org.uk_-_6231204.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberdaron_Beach_-_geograph.org.uk_-_6231204.jpg,Aberdaron Beach - geograph.org.uk - 6231204.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/9/9e/Aberdaron_beach_-_geograph.org.uk_-_2117335.jpg,1024,768,CC BY-SA 2.0,Steve  Fareham,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_-_geograph.org.uk_-_2117335.jpg,Aberdaron beach - geograph.org.uk - 2117335.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/1/1b/Aberdaron_beach_-_geograph.org.uk_-_6231198.jpg,3847,2885,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_-_geograph.org.uk_-_6231198.jpg,Aberdaron beach - geograph.org.uk - 6231198.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/7/7e/Aberdaron_beach_-_geograph.org.uk_-_7182440.jpg,4000,3000,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_-_geograph.org.uk_-_7182440.jpg,Aberdaron beach - geograph.org.uk - 7182440.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/1/1d/Aberdaron_beach_-_geograph.org.uk_-_7182837.jpg,4032,3024,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_-_geograph.org.uk_-_7182837.jpg,Aberdaron beach - geograph.org.uk - 7182837.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/c/c1/Aberdaron_beach_and_hotel_-_geograph.org.uk_-_2117324.jpg,1024,768,CC BY-SA 2.0,Steve  Fareham,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_and_hotel_-_geograph.org.uk_-_2117324.jpg,Aberdaron beach and hotel - geograph.org.uk - 2117324.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/3/32/Aberdaron_beach_at_low_tide_-_geograph.org.uk_-_6234294.jpg,3827,2871,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Aberdaron_beach_at_low_tide_-_geograph.org.uk_-_6234294.jpg,Aberdaron beach at low tide - geograph.org.uk - 6234294.jpg
aberdaron,https://upload.wikimedia.org/wikipedia/commons/e/e2/Aberdaron_rear_beach_-_geograph.org.uk_-_3948596.jpg,4420,2921,CC BY-SA 2.0,Anthony Parkes,https://commons.wikimedia.org/wiki/File:Aberdaron_rear_beach_-_geograph.org.uk_-_3948596.jpg,Aberdaron rear beach - geograph.org.uk - 3948596.jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/3/3b/Looking_to_Carreg_Ddu_from_the_Porthdinllaen_headland_-_geograph.org.uk_-_7551906.jpg,4032,3024,CC BY-SA 2.0,Eirian Evans,https://commons.wikimedia.org/wiki/File:Looking_to_Carreg_Ddu_from_the_Porthdinllaen_headland_-_geograph.org.uk_-_7551906.jpg,Looking to Carreg Ddu from the Porthdinllaen headland - geograph.org.uk - 7551906.jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/d/db/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525130%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525130).jpg,Portrayal of Porthdinllaen and the lifeboat (1525130).jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/2/25/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525131%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525131).jpg,Portrayal of Porthdinllaen and the lifeboat (1525131).jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/6/6c/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525132%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525132).jpg,Portrayal of Porthdinllaen and the lifeboat (1525132).jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/d/df/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525133%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525133).jpg,Portrayal of Porthdinllaen and the lifeboat (1525133).jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/1/1e/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525134%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525134).jpg,Portrayal of Porthdinllaen and the lifeboat (1525134).jpg
porthdinllaen,https://upload.wikimedia.org/wikipedia/commons/1/1a/Portrayal_of_Porthdinllaen_and_the_lifeboat_%281525135%29.jpg,1828,1200,CC BY-SA 4.0,Geoff Charles,https://commons.wikimedia.org/wiki/File:Portrayal_of_Porthdinllaen_and_the_lifeboat_(1525135).jpg,Portrayal of Porthdinllaen and the lifeboat (1525135).jpg
