id,channel,content_type,route_or_slug,title,region,activity,commercial_tier,priority,status,launch_visible,owner,assigned_agent,source_count,source_urls,evidence_status,image_status,image_source_url,copy_status,seo_status,schema_status,commercial_review_status,safety_or_legal_status,last_generated_at,last_reviewed_at,next_review_due,published_at,blocker_reason,review_notes,quality_score,confidence_score
event-aberystwyth-comedy-festival,dynamic,event,/events/aberystwyth-comedy-festival,Aberystwyth Comedy Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Comedy Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-aberystwyth-cycle-festival,dynamic,event,/events/aberystwyth-cycle-festival,Aberystwyth Cycle Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Cycle Festival"" missing image | Event ""Aberystwyth Cycle Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-aberystwyth-farmers-market,dynamic,event,/events/aberystwyth-farmers-market,Aberystwyth Farmers Market,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Farmers Market"" missing image",Audit gap: Source event image from operator or generate,55,25
event-aberystwyth-fireworks-fireworks-display,dynamic,event,/events/aberystwyth-fireworks-fireworks-display,Aberystwyth Fireworks Fireworks Display,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Fireworks Fireworks Display"" missing image | Event ""Aberystwyth Fireworks Fireworks Display"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-aberystwyth-junior-parkrun,dynamic,event,/events/aberystwyth-junior-parkrun,Aberystwyth Junior Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Junior Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-aberystwyth-parkrun,dynamic,event,/events/aberystwyth-parkrun,Aberystwyth Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-aberystwyth-santa-run-santa-fun-run,dynamic,event,/events/aberystwyth-santa-run-santa-fun-run,Aberystwyth Santa Run Santa Fun Run,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Santa Run Santa Fun Run"" missing image | Event ""Aberystwyth Santa Run Santa Fun Run"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-aberystwyth-sea2shore-food-festival,dynamic,event,/events/aberystwyth-sea2shore-food-festival,Aberystwyth Sea2shore Food Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Sea2shore Food Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-aberystwyth-triathlon,dynamic,event,/events/aberystwyth-triathlon,Aberystwyth Triathlon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Aberystwyth Triathlon"" missing image | Event ""Aberystwyth Triathlon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-abp-newport-marathon-2026,dynamic,event,/events/abp-newport-marathon-2026,Abp Newport Marathon 2026,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""ABP Newport Marathon 2026"" missing image | Event ""ABP Newport Marathon 2026"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-angle-show,dynamic,event,/events/angle-show,Angle Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Angle Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-anglesey-adventure-race,dynamic,event,/events/anglesey-adventure-race,Anglesey Adventure Race,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Anglesey Adventure Race"" missing image | Event ""Anglesey Adventure Race"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-anglesey-agricultural-show,dynamic,event,/events/anglesey-agricultural-show,Anglesey Agricultural Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Anglesey Agricultural Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-anglesey-county-show,dynamic,event,/events/anglesey-county-show,Anglesey County Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Anglesey County Show"" missing image | Event ""Anglesey County Show"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-anglesey-oyster-welsh-produce-festival,dynamic,event,/events/anglesey-oyster-welsh-produce-festival,Anglesey Oyster Welsh Produce Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Anglesey Oyster & Welsh Produce Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-anglesey-winter-fair,dynamic,event,/events/anglesey-winter-fair,Anglesey Winter Fair,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Anglesey Winter Fair"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bala-lake-swim,dynamic,event,/events/bala-lake-swim,Bala Lake Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala Lake Swim"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bala-parkrun,dynamic,event,/events/bala-parkrun,Bala Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bala-sailing-regatta,dynamic,event,/events/bala-sailing-regatta,Bala Sailing Regatta,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala Sailing Club Regatta"" missing image | Event ""Bala Sailing Club Regatta"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-bala-sprint-triathlon,dynamic,event,/events/bala-sprint-triathlon,Bala Sprint Triathlon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala Sprint Triathlon"" missing image | Event ""Bala Sprint Triathlon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-bala-standard-triathlon,dynamic,event,/events/bala-standard-triathlon,Bala Standard Triathlon,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala Standard Triathlon"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bala-sup-race,dynamic,event,/events/bala-sup-race,Bala Sup Race,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bala SUP Race"" missing image | Event ""Bala SUP Race"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-balter-festival,dynamic,event,/events/balter-festival,Balter Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Balter Festival"" missing image | Event ""Balter Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-banff-mountain-film-festival-tour-wales,dynamic,event,/events/banff-mountain-film-festival-tour-wales,Banff Mountain Film Festival Tour Wales,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Banff Mountain Film Festival Tour (Wales)"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bangor-music-festival,dynamic,event,/events/bangor-music-festival,Bangor Music Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bangor Music Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barley-saturday,dynamic,event,/events/barley-saturday,Barley Saturday,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barley Saturday"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barmouth-kite-festival,dynamic,event,/events/barmouth-kite-festival,Barmouth Kite Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barmouth Kite Festival"" missing image | Event ""Barmouth Kite Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-barmouth-walking-festival,dynamic,event,/events/barmouth-walking-festival,Barmouth Walking Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barmouth Walking Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barry-dog-swim,dynamic,event,/events/barry-dog-swim,Barry Dog Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island Dog Swim"" missing image | Event ""Barry Island Dog Swim"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-barry-island-10k-2026,dynamic,event,/events/barry-island-10k-2026,Barry Island 10k 2026,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island 10K 2026"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barry-island-fireworks-fireworks-display,dynamic,event,/events/barry-island-fireworks-fireworks-display,Barry Island Fireworks Fireworks Display,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island Fireworks Fireworks Display"" missing image | Event ""Barry Island Fireworks Fireworks Display"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-barry-island-new-year-s-day-swim,dynamic,event,/events/barry-island-new-year-s-day-swim,Barry Island New Year S Day Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island New Year's Day Swim"" missing image | Event ""Barry Island New Year's Day Swim"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-barry-island-nyd-swim,dynamic,event,/events/barry-island-nyd-swim,Barry Island Nyd Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island NYD Swim"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barry-island-parkrun,dynamic,event,/events/barry-island-parkrun,Barry Island Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-barry-island-santa-run-santa-fun-run,dynamic,event,/events/barry-island-santa-run-santa-fun-run,Barry Island Santa Run Santa Fun Run,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Island Santa Run Santa Fun Run"" missing image | Event ""Barry Island Santa Run Santa Fun Run"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-barry-junior-parkrun,dynamic,event,/events/barry-junior-parkrun,Barry Junior Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Barry Junior Parkrun"" missing image | Event ""Barry Junior Parkrun"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-beast-of-llangattock,dynamic,event,/events/beast-of-llangattock,Beast Of Llangattock,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beast of Llangattock"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beast-of-the-blacks,dynamic,event,/events/beast-of-the-blacks,Beast Of The Blacks,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beast of the Blacks"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beaumaris-arts-festival,dynamic,event,/events/beaumaris-arts-festival,Beaumaris Arts Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beaumaris Arts Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beaumaris-festival,dynamic,event,/events/beaumaris-festival,Beaumaris Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beaumaris Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beaumaris-food-festival,dynamic,event,/events/beaumaris-food-festival,Beaumaris Food Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beaumaris Food Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bedwellty-agricultural-show,dynamic,event,/events/bedwellty-agricultural-show,Bedwellty Agricultural Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bedwellty Agricultural Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beguildy-show,dynamic,event,/events/beguildy-show,Beguildy Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beguildy Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bellis-brothers-pumpkin-picking,dynamic,event,/events/bellis-brothers-pumpkin-picking,Bellis Brothers Pumpkin Picking,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bellis Brothers Pumpkin Picking"" missing image | Event ""Bellis Brothers Pumpkin Picking"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-between-the-trees,dynamic,event,/events/between-the-trees,Between The Trees,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Between The Trees"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beulah-show,dynamic,event,/events/beulah-show,Beulah Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beulah Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beyond-the-border,dynamic,event,/events/beyond-the-border,Beyond The Border,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beyond the Border"" missing image",Audit gap: Source event image from operator or generate,55,25
event-beyond-the-border-storytelling-festival,dynamic,event,/events/beyond-the-border-storytelling-festival,Beyond The Border Storytelling Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Beyond the Border Storytelling Festival"" missing image | Event ""Beyond the Border Storytelling Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-big-cheese-festival,dynamic,event,/events/big-cheese-festival,Big Cheese Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Big Cheese Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-big-love-festival,dynamic,event,/events/big-love-festival,Big Love Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Big Love Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-billy-bob-s-farm-pumpkin-picking,dynamic,event,/events/billy-bob-s-farm-pumpkin-picking,Billy Bob S Farm Pumpkin Picking,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Billy Bob's Farm Pumpkin Picking"" missing image | Event ""Billy Bob's Farm Pumpkin Picking"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-bite-food-festival-cardiff,dynamic,event,/events/bite-food-festival-cardiff,Bite Food Festival Cardiff,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bite Food Festival, Cardiff"" missing image",Audit gap: Source event image from operator or generate,55,25
event-black-diamond-yr-wyddfa-snowdon24-2026,dynamic,event,/events/black-diamond-yr-wyddfa-snowdon24-2026,Black Diamond Yr Wyddfa Snowdon24 2026,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Black Diamond Yr Wyddfa | Snowdon24 2026"" missing image | Event ""Black Diamond Yr Wyddfa | Snowdon24 2026"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-black-mountains-ultras,dynamic,event,/events/black-mountains-ultras,Black Mountains Ultras,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Black Mountains Ultras"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bodnant-garden-easter-hunt-easter-egg-hunt,dynamic,event,/events/bodnant-garden-easter-hunt-easter-egg-hunt,Bodnant Garden Easter Hunt Easter Egg Hunt,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bodnant Garden Easter Hunt Easter Egg Hunt"" missing image | Event ""Bodnant Garden Easter Hunt Easter Egg Hunt"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-breca-gower,dynamic,event,/events/breca-gower,Breca Gower,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Breca Gower"" missing image | Event ""Breca Gower"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brechfa-show,dynamic,event,/events/brechfa-show,Brechfa Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brechfa Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-baroque-festival,dynamic,event,/events/brecon-baroque-festival,Brecon Baroque Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Baroque Festival"" missing image | Event ""Brecon Baroque Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brecon-beacons-dark-sky-festival,dynamic,event,/events/brecon-beacons-dark-sky-festival,Brecon Beacons Dark Sky Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Beacons Dark Sky Festival"" missing image | Event ""Brecon Beacons Dark Sky Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brecon-beacons-food-festival,dynamic,event,/events/brecon-beacons-food-festival,Brecon Beacons Food Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Beacons Food Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-county-show,dynamic,event,/events/brecon-county-show,Brecon County Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon County Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-farmers-market,dynamic,event,/events/brecon-farmers-market,Brecon Farmers Market,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Farmers Market"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-jazz-festival,dynamic,event,/events/brecon-jazz-festival,Brecon Jazz Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Jazz Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-junior-parkrun,dynamic,event,/events/brecon-junior-parkrun,Brecon Junior Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Junior Parkrun"" missing image | Event ""Brecon Junior Parkrun"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brecon-parkrun,dynamic,event,/events/brecon-parkrun,Brecon Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-brecon-santa-run-santa-fun-run,dynamic,event,/events/brecon-santa-run-santa-fun-run,Brecon Santa Run Santa Fun Run,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Santa Run Santa Fun Run"" missing image | Event ""Brecon Santa Run Santa Fun Run"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brecon-triathlon,dynamic,event,/events/brecon-triathlon,Brecon Triathlon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brecon Triathlon"" missing image | Event ""Brecon Triathlon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-bridgend-county-show,dynamic,event,/events/bridgend-county-show,Bridgend County Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bridgend County Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-bridgend-junior-parkrun,dynamic,event,/events/bridgend-junior-parkrun,Bridgend Junior Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Bridgend Junior Parkrun"" missing image | Event ""Bridgend Junior Parkrun"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-broad-haven-christmas-swim,dynamic,event,/events/broad-haven-christmas-swim,Broad Haven Christmas Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Broad Haven Christmas Pudding Run"" missing image | Event ""Broad Haven Christmas Pudding Run"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-broad-haven-triathlon,dynamic,event,/events/broad-haven-triathlon,Broad Haven Triathlon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Broad Haven Triathlon"" missing image | Event ""Broad Haven Triathlon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-brooksgrove-farm-pumpkin-picking,dynamic,event,/events/brooksgrove-farm-pumpkin-picking,Brooksgrove Farm Pumpkin Picking,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Brooksgrove Farm Pumpkin Picking"" missing image | Event ""Brooksgrove Farm Pumpkin Picking"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-builth-wells-antiques-fair,dynamic,event,/events/builth-wells-antiques-fair,Builth Wells Antiques Fair,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Builth Wells Antiques Fair"" missing image",Audit gap: Source event image from operator or generate,55,25
event-burn-series,dynamic,event,/events/burn-series,Burn Series,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Burn Series Adventure Race"" missing image | Event ""Burn Series Adventure Race"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-cadw-halloween-events,dynamic,event,/events/cadw-halloween-events,Cadw Halloween Events,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Cadw Halloween Events"" missing image",Audit gap: Source event image from operator or generate,55,25
event-cadw-open-doors,dynamic,event,/events/cadw-open-doors,Cadw Open Doors,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Cadw Open Doors"" missing image",Audit gap: Source event image from operator or generate,55,25
event-caerleon-arts-festival,dynamic,event,/events/caerleon-arts-festival,Caerleon Arts Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Caerleon Arts Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-caernarfon-food-festival,dynamic,event,/events/caernarfon-food-festival,Caernarfon Food Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Caernarfon Food Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-caernarfon-investiture-anniversary,dynamic,event,/events/caernarfon-investiture-anniversary,Caernarfon Investiture Anniversary,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Caernarfon Investiture Anniversary"" missing image",Audit gap: Source event image from operator or generate,55,25
event-caerphilly-big-cheese,dynamic,event,/events/caerphilly-big-cheese,Caerphilly Big Cheese,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Caerphilly Big Cheese"" missing image",Audit gap: Source event image from operator or generate,55,25
