id,type,name,slug,region,source_file,data_completeness,status,notes
cc511768e3,images,Aberdovey beach - geograph.org.uk - 7338062.jpg,aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cc511768e3,images,"Aberdovey dune front, Dec 2012 - geograph.org.uk - 3258625.jpg",aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cc511768e3,images,Aberdovey dunes - geograph.org.uk - 2936941.jpg,aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cc511768e3,images,Aberdyfi (Aberdovey) beach on a windy day - geograph.org.uk - 5916261.jpg,aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cc511768e3,images,Across the Dyfi to Aberdovey town - geograph.org.uk - 5647442.jpg,aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cc511768e3,images,Across the Estuary to Aberdovey - geograph.org.uk - 4258729.jpg,aberdovey,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
cfd56f5beb,images,,abereiddy,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
71d1830eb2,images,Aberffraw Bay.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 4088963.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 4088976.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Aberffraw Sands (Traeth Mawr) - geograph.org.uk - 5457312.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Aberffraw sands - geograph.org.uk - 6582994.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Common Whelk on Traeth Mawr - geograph.org.uk - 5458979.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Low tide at Traeth Mawr - geograph.org.uk - 6583029.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Rocks at the southern end of Traeth Mawr - geograph.org.uk - 6621372.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,Small Hermit Crab on Traeth Mawr - geograph.org.uk - 5458958.jpg,aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
71d1830eb2,images,"Sunlight on the water, Traeth Mawr - geograph.org.uk - 6621364.jpg",aberffraw,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
dfe0eb346d,images,,abermawr,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9a70ba282d,images,Aberporth - East beach - geograph.org.uk - 2454946.jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - West beach - geograph.org.uk - 2456457.jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio.jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio (1).jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio (14).jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio (2).jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio (4).jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth - panoramio (6).jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth Bay - geograph.org.uk - 7381870.jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
9a70ba282d,images,Aberporth Beach - geograph.org.uk - 5776002.jpg,aberporth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Main beach at Abersoch in 1960 - geograph.org.uk - 3301904.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,A view of Abersoch beach - geograph.org.uk - 7182485.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Abersoch - Explore - 25-3-24 - Flickr - ohefin.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Abersoch Beach Huts - geograph.org.uk - 7834500.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Abersoch Wikivoyage Banner.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Abersoch beach - geograph.org.uk - 6231299.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Abersoch beach - geograph.org.uk - 6232976.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Access over private land to the south beach at Abersoch - geograph.org.uk - 2019479.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Afon Soch at Abersoch beach - geograph.org.uk - 7023089.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
04ea95e05f,images,Beach Huts South of Abersoch - geograph.org.uk - 6628722.jpg,abersoch-main,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth, North Beach, shingle piled up by autumn gales - geograph.org.uk - 3234097.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth, North Beach - geograph.org.uk - 3236319.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth, North Beach and Constitution Hill beyond - geograph.org.uk - 2994305.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth, looking along North Beach to Constitution Hill - geograph.org.uk - 3233984.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth North Beach, early morning - geograph.org.uk - 2996611.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth North Beach, early morning - geograph.org.uk - 2996614.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth North Beach, early morning - geograph.org.uk - 2996616.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,"Aberystwyth North Beach, from the north end of the promenade - geograph.org.uk - 3333109.jpg",aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,Aberystwyth North Beach - geograph.org.uk - 4530326.jpg,aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f7235982b1,images,Aberystwyth North Beach - geograph.org.uk - 4530334.jpg,aberystwyth-north,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
707991bb5d,images,,amroth,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
87c4153a19,images,,aran-fawddwy,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
517d752140,images,,arenig-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
ee21ef3d0f,images,,barafundle,,content/images/swimming.csv,1.00,csv-only,subgroup=swimming
3a90011f8a,images,,barafundle-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
3a90011f8a,images,,barafundle-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
3a90011f8a,images,,barafundle-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
3a90011f8a,images,,barafundle-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
55f880fbbe,images,"Abermaw Beach, Barmouth - geograph.org.uk - 7607016.jpg",barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach (48743781341).jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach - geograph.org.uk - 1988787.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach - geograph.org.uk - 2415324.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach - geograph.org.uk - 6025811.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach - geograph.org.uk - 7403704.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach - geograph.org.uk - 8031443.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth Beach and Harbour - geograph.org.uk - 7403707.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth beach (51698382372).jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
55f880fbbe,images,Barmouth beach - panoramio.jpg,barmouth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Anglesey NFU branch annual dinner at Benllech (1587580).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Anglesey NFU branch annual dinner at Benllech (1587582).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Anglesey NFU branch annual dinner at Benllech (1587583).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Anglesey NFU branch annual dinner at Benllech (1587584).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Anglesey NFU branch annual dinner at Benllech (1587585).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Beach at Benllech - geograph.org.uk - 3757578.jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Benllech views (1505484).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Benllech views (1505485).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Benllech views (1505486).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
4e063e3a64,images,Benllech views (1505487).jpg,benllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,At the edge of the sea at Bennar Beach - geograph.org.uk - 7653493.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Bennar Beach... the boardwalk through the sand dunes - geograph.org.uk - 4664757.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Bennar Beach - geograph.org.uk - 6270262.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Bennar Beach - geograph.org.uk - 7653060.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,"Bennar beach, Gwynedd - geograph.org.uk - 4754396.jpg",bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,"Dunes, Bennar Beach - geograph.org.uk - 7653058.jpg",bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Large shingle bank at the back of Bennar Beach - geograph.org.uk - 7653063.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Nearly deserted Bennar Beach - geograph.org.uk - 7653487.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,The Welsh Coast Path on Bennar Beach - geograph.org.uk - 7653489.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
72e3cca766,images,Tide out at Bennar Beach - geograph.org.uk - 7653492.jpg,bennar,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,Black Rock Sands (11927509374).jpg,black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,Morfa Bychan (Black Rock Sands) - geograph.org.uk - 7332368.jpg,black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 01.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 02.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 03.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 04.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 05.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 06.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 07.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
b86b48b68a,images,"Morfa Bychan (Black Rocks), Cricieth - Pen Llŷn a`r Sarnau - Lleyn Peninsula and the Sarnau Natura 2000 adopted site 08.png",black-rock-sands,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
da7822c1e3,images,,blorenge,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
25671b700c,images,,blue-lagoon-abereiddy,,content/images/swimming.csv,1.00,csv-only,subgroup=swimming
28f4a2d6f1,images,Blue Pool - or White Pool^ - geograph.org.uk - 4767235.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Blue pool in Golwen Quarry - geograph.org.uk - 2878516.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Cefn Bridge and Fourteen Locks Pool.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Downstream from the Blue Pool resurgence in flood conditions - geograph.org.uk - 4771565.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Front of the Blue Lagoon swimming centre at Bluestone - geograph.org.uk - 7508770.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Swimming in Pool at Blue Pool Corner - geograph.org.uk - 7320078.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,CeibwrCliffs.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,"Ceibwr Bay, entrance to Ceibwr Cove, Pembrokeshire (Tony Holkham 27 Oct 2012).jpg",blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Ceibwr Bay - geograph.org.uk - 6257337.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
28f4a2d6f1,images,Ceibwr Bay - geograph.org.uk - 6257345.jpg,blue-pool-ceibwr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e1bf93408b,images,,blue-pool-ceredigion,,content/images/swimming.csv,1.00,csv-only,subgroup=swimming
8fbcf8cf38,images,"Beach cricket, Borth - geograph.org.uk - 2575601.jpg",borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 2536104.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 4258703.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 4579295.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 5603369.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 5603376.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach - geograph.org.uk - 5612408.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach in January - geograph.org.uk - 5244833.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth Beach looking north - geograph.org.uk - 6024944.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
8fbcf8cf38,images,Borth beach - geograph.org.uk - 3032446.jpg,borth,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
f521a5a26f,images,,bracelet-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c68e6c2470,images,,broad-haven-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
b2346ac48c,images,,broughton-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
7be2bae5ef,images,A View at Porth Trecastell - geograph.org.uk - 7016964.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Beach at Porth Trecastell - geograph.org.uk - 7375813.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Cable Bay in 2012.JPG,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Cable Bay info panel 77.JPG,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Cable Bay sample of original telegraph cable 78.JPG,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,"Car Park, Porth Trecastell - geograph.org.uk - 7113287.jpg",cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Isle of Anglesey Coastal Path above Porth Trecastell - geograph.org.uk - 3924289.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Porth Terfyn with Porth Trecastell behind - geograph.org.uk - 7375811.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Porth Trecastell (Cable Bay) - geograph.org.uk - 6581657.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
7be2bae5ef,images,Porth Trecastell (not Cable Bay) - geograph.org.uk - 4680255.jpg,cable-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
99267b46b0,images,,cadair-idris-minffordd,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
99267b46b0,images,,cadair-idris-minffordd,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
